1.180000000000000000e+02 1.530000000000000000e+02
1.340000000000000000e+02 1.640000000000000000e+02
1.510000000000000000e+02 1.770000000000000000e+02
1.630000000000000000e+02 1.850000000000000000e+02
1.780000000000000000e+02 1.940000000000000000e+02
1.930000000000000000e+02 2.040000000000000000e+02
2.050000000000000000e+02 2.150000000000000000e+02
2.180000000000000000e+02 2.200000000000000000e+02
2.340000000000000000e+02 2.310000000000000000e+02
2.480000000000000000e+02 2.420000000000000000e+02
2.600000000000000000e+02 2.490000000000000000e+02
2.730000000000000000e+02 2.570000000000000000e+02
2.850000000000000000e+02 2.620000000000000000e+02
3.020000000000000000e+02 2.690000000000000000e+02
3.140000000000000000e+02 2.730000000000000000e+02
3.310000000000000000e+02 2.740000000000000000e+02
3.420000000000000000e+02 2.660000000000000000e+02
3.530000000000000000e+02 2.560000000000000000e+02
3.620000000000000000e+02 2.400000000000000000e+02
3.710000000000000000e+02 2.250000000000000000e+02
3.770000000000000000e+02 2.150000000000000000e+02
3.860000000000000000e+02 1.990000000000000000e+02
3.960000000000000000e+02 1.840000000000000000e+02
4.050000000000000000e+02 1.660000000000000000e+02
4.140000000000000000e+02 1.530000000000000000e+02
4.200000000000000000e+02 1.380000000000000000e+02
4.140000000000000000e+02 1.230000000000000000e+02
4.070000000000000000e+02 1.140000000000000000e+02
3.930000000000000000e+02 1.060000000000000000e+02
3.780000000000000000e+02 9.800000000000000000e+01
3.690000000000000000e+02 9.100000000000000000e+01
3.580000000000000000e+02 7.400000000000000000e+01
3.550000000000000000e+02 5.700000000000000000e+01
3.600000000000000000e+02 4.400000000000000000e+01
3.730000000000000000e+02 3.700000000000000000e+01
3.840000000000000000e+02 3.100000000000000000e+01
3.960000000000000000e+02 2.800000000000000000e+01
4.110000000000000000e+02 2.800000000000000000e+01
4.250000000000000000e+02 3.400000000000000000e+01
4.400000000000000000e+02 4.600000000000000000e+01
4.530000000000000000e+02 5.200000000000000000e+01
4.700000000000000000e+02 6.500000000000000000e+01
4.850000000000000000e+02 7.400000000000000000e+01
5.020000000000000000e+02 8.700000000000000000e+01
5.160000000000000000e+02 9.700000000000000000e+01
5.220000000000000000e+02 1.110000000000000000e+02
5.240000000000000000e+02 1.290000000000000000e+02
5.190000000000000000e+02 1.460000000000000000e+02
5.100000000000000000e+02 1.640000000000000000e+02
4.980000000000000000e+02 1.810000000000000000e+02
4.870000000000000000e+02 1.970000000000000000e+02
4.760000000000000000e+02 2.160000000000000000e+02
4.660000000000000000e+02 2.380000000000000000e+02
4.540000000000000000e+02 2.560000000000000000e+02
4.450000000000000000e+02 2.710000000000000000e+02
4.360000000000000000e+02 2.860000000000000000e+02
4.250000000000000000e+02 3.040000000000000000e+02
4.120000000000000000e+02 3.220000000000000000e+02
3.950000000000000000e+02 3.290000000000000000e+02
3.710000000000000000e+02 3.280000000000000000e+02
3.510000000000000000e+02 3.200000000000000000e+02
3.360000000000000000e+02 3.090000000000000000e+02
3.160000000000000000e+02 2.920000000000000000e+02
2.980000000000000000e+02 2.800000000000000000e+02
2.820000000000000000e+02 2.700000000000000000e+02
2.650000000000000000e+02 2.600000000000000000e+02
2.490000000000000000e+02 2.480000000000000000e+02
2.360000000000000000e+02 2.390000000000000000e+02
2.240000000000000000e+02 2.310000000000000000e+02
2.080000000000000000e+02 2.240000000000000000e+02
