1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.590000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.590000000000000000e+02 1.590000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.590000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.600000000000000000e+02 1.590000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.590000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.590000000000000000e+02 1.585000000000000000e+02
8.300000000000000000e+01 8.450000000000000000e+01
8.200000000000000000e+01 8.200000000000000000e+01
8.100000000000000000e+01 8.150000000000000000e+01
0.000000000000000000e+00 8.100000000000000000e+01
0.000000000000000000e+00 8.100000000000000000e+01
0.000000000000000000e+00 8.100000000000000000e+01
0.000000000000000000e+00 8.100000000000000000e+01
8.300000000000000000e+01 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
0.000000000000000000e+00 8.200000000000000000e+01
7.300000000000000000e+01 7.100000000000000000e+01
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.585000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.585000000000000000e+02
8.100000000000000000e+01 1.200000000000000000e+02
7.600000000000000000e+01 7.650000000000000000e+01
7.100000000000000000e+01 7.250000000000000000e+01
6.800000000000000000e+01 6.850000000000000000e+01
6.800000000000000000e+01 6.800000000000000000e+01
6.900000000000000000e+01 6.850000000000000000e+01
7.000000000000000000e+01 6.950000000000000000e+01
0.000000000000000000e+00 7.000000000000000000e+01
0.000000000000000000e+00 7.000000000000000000e+01
7.000000000000000000e+01 7.000000000000000000e+01
0.000000000000000000e+00 7.000000000000000000e+01
0.000000000000000000e+00 7.000000000000000000e+01
4.700000000000000000e+01 4.850000000000000000e+01
3.900000000000000000e+01 4.100000000000000000e+01
3.200000000000000000e+01 3.350000000000000000e+01
2.800000000000000000e+01 2.900000000000000000e+01
2.600000000000000000e+01 2.650000000000000000e+01
2.800000000000000000e+01 2.750000000000000000e+01
3.200000000000000000e+01 3.100000000000000000e+01
3.800000000000000000e+01 3.650000000000000000e+01
4.500000000000000000e+01 4.350000000000000000e+01
5.200000000000000000e+01 5.050000000000000000e+01
5.800000000000000000e+01 5.650000000000000000e+01
6.200000000000000000e+01 6.150000000000000000e+01
6.400000000000000000e+01 6.350000000000000000e+01
6.400000000000000000e+01 6.400000000000000000e+01
6.400000000000000000e+01 6.400000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.400000000000000000e+01 6.400000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.400000000000000000e+01 6.400000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.300000000000000000e+01 6.300000000000000000e+01
6.200000000000000000e+01 6.250000000000000000e+01
6.200000000000000000e+01 6.200000000000000000e+01
0.000000000000000000e+00 6.300000000000000000e+01
0.000000000000000000e+00 6.300000000000000000e+01
1.590000000000000000e+02 1.115000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.580000000000000000e+02
1.580000000000000000e+02 1.585000000000000000e+02
