0.000000000000000000e+00 -9.037000000000000455e+01 6.500000000000000222e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.014000000000000057e+01 3.400000000000000244e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.043999999999999773e+01 2.000000000000000111e-01 -9.023999999999999488e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.007999999999999829e+01 5.000000000000000000e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.042000000000000171e+01 7.600000000000000089e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.043000000000000682e+01 1.050000000000000044e+00 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.021999999999999886e+01 7.299999999999999822e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.068999999999999773e+01 3.900000000000000133e-01 -9.021999999999999886e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.070000000000000284e+01 -8.999999999999999667e-02 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.048999999999999488e+01 3.200000000000000067e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.057999999999999829e+01 4.400000000000000022e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.034999999999999432e+01 5.999999999999999778e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.029999999999999716e+01 9.200000000000000400e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.025000000000000000e+01 7.500000000000000000e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.048000000000000398e+01 5.600000000000000533e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.056999999999999318e+01 3.599999999999999867e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.035999999999999943e+01 2.000000000000000042e-02 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.050000000000000000e+01 -5.000000000000000278e-02 -9.025000000000000000e+01 0.000000000000000000e+00
2.000000000000000042e-02 -9.043000000000000682e+01 5.000000000000000000e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.026999999999999602e+01 7.500000000000000000e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.020000000000000284e+01 6.400000000000000133e-01 -9.023000000000000398e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.051999999999999602e+01 8.900000000000000133e-01 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.014000000000000057e+01 8.699999999999999956e-01 -9.023999999999999488e+01 0.000000000000000000e+00
2.000000000000000042e-02 -9.012999999999999545e+01 3.300000000000000155e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.020000000000000284e+01 2.399999999999999911e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.020999999999999375e+01 3.099999999999999978e-01 -9.023000000000000398e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.009000000000000341e+01 3.099999999999999978e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.059000000000000341e+01 3.200000000000000067e-01 -9.021999999999999886e+01 0.000000000000000000e+00
2.000000000000000042e-02 -9.048000000000000398e+01 4.799999999999999822e-01 -9.021999999999999886e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.029000000000000625e+01 6.300000000000000044e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.042000000000000171e+01 2.099999999999999922e-01 -9.021999999999999886e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.020000000000000284e+01 2.700000000000000178e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -8.993000000000000682e+01 2.000000000000000111e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.029000000000000625e+01 2.200000000000000011e-01 -9.023000000000000398e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.042000000000000171e+01 5.000000000000000000e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.025000000000000000e+01 5.799999999999999600e-01 -9.021999999999999886e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.035999999999999943e+01 5.200000000000000178e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.034000000000000341e+01 5.600000000000000533e-01 -9.020999999999999375e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.031999999999999318e+01 5.400000000000000355e-01 -9.021999999999999886e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.032999999999999829e+01 2.700000000000000178e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.045000000000000284e+01 1.100000000000000006e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.039000000000000057e+01 3.699999999999999956e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.034000000000000341e+01 4.799999999999999822e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.068000000000000682e+01 4.400000000000000022e-01 -9.023000000000000398e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.056000000000000227e+01 6.600000000000000311e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.059999999999999432e+01 6.800000000000000488e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.045999999999999375e+01 6.600000000000000311e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.017000000000000171e+01 4.199999999999999845e-01 -9.021999999999999886e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.056999999999999318e+01 5.200000000000000178e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.037999999999999545e+01 3.099999999999999978e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.059000000000000341e+01 4.500000000000000111e-01 -9.023000000000000398e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.015999999999999659e+01 1.400000000000000133e-01 -9.023000000000000398e+01 0.000000000000000000e+00
1.000000000000000021e-02 -9.034999999999999432e+01 -2.000000000000000042e-02 -9.023999999999999488e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.109999999999999432e+01 6.300000000000000044e-01 -9.025000000000000000e+01 0.000000000000000000e+00
2.000000000000000042e-02 -9.070999999999999375e+01 4.199999999999999845e-01 -9.026000000000000512e+01 0.000000000000000000e+00
0.000000000000000000e+00 -9.057999999999999829e+01 5.200000000000000178e-01 -9.026000000000000512e+01 0.000000000000000000e+00
