0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+01 1.092999999999999972e+01 0.000000000000000000e+00 4.250000000000000000e+00
6.000000000000000000e+01 1.626000000000000156e+01 0.000000000000000000e+00 6.849999999999999645e+00
3.950000000000000000e+01 2.264999999999999858e+01 0.000000000000000000e+00 1.284999999999999964e+01
3.500000000000000000e+01 2.758999999999999986e+01 0.000000000000000000e+00 1.914000000000000057e+01
3.350000000000000000e+01 2.764999999999999858e+01 0.000000000000000000e+00 2.012000000000000099e+01
3.350000000000000000e+01 2.317000000000000171e+01 0.000000000000000000e+00 1.694999999999999929e+01
5.650000000000000000e+01 1.415000000000000036e+01 0.000000000000000000e+00 8.220000000000000639e+00
8.700000000000000000e+01 6.959999999999999964e+00 0.000000000000000000e+00 2.999999999999999889e-02
1.765000000000000000e+02 -6.099999999999999867e-01 0.000000000000000000e+00 -1.143999999999999950e+01
1.770000000000000000e+02 -5.769999999999999574e+00 0.000000000000000000e+00 -1.926000000000000156e+01
1.785000000000000000e+02 -7.459999999999999964e+00 0.000000000000000000e+00 -2.207000000000000028e+01
1.755000000000000000e+02 -1.076999999999999957e+01 0.000000000000000000e+00 -2.353000000000000114e+01
1.770000000000000000e+02 -1.075000000000000000e+01 0.000000000000000000e+00 -2.526000000000000156e+01
9.250000000000000000e+01 -6.559999999999999609e+00 0.000000000000000000e+00 -2.019999999999999929e+01
1.080000000000000000e+02 -6.500000000000000222e-01 0.000000000000000000e+00 -1.392999999999999972e+01
1.065000000000000000e+02 4.059999999999999609e+00 0.000000000000000000e+00 -7.620000000000000107e+00
1.705000000000000000e+02 6.429999999999999716e+00 0.000000000000000000e+00 -4.620000000000000107e+00
1.730000000000000000e+02 9.699999999999999289e+00 0.000000000000000000e+00 -1.360000000000000098e+00
9.100000000000000000e+01 1.260999999999999943e+01 0.000000000000000000e+00 1.469999999999999973e+00
8.900000000000000000e+01 1.746000000000000085e+01 0.000000000000000000e+00 7.410000000000000142e+00
3.750000000000000000e+01 2.025000000000000000e+01 0.000000000000000000e+00 1.178999999999999915e+01
3.700000000000000000e+01 2.130999999999999872e+01 0.000000000000000000e+00 1.300000000000000000e+01
3.550000000000000000e+01 2.135999999999999943e+01 0.000000000000000000e+00 1.333000000000000007e+01
6.050000000000000000e+01 2.019999999999999929e+01 0.000000000000000000e+00 1.186999999999999922e+01
8.350000000000000000e+01 1.875000000000000000e+01 0.000000000000000000e+00 1.009999999999999964e+01
1.690000000000000000e+02 1.610000000000000142e+01 0.000000000000000000e+00 7.860000000000000320e+00
1.700000000000000000e+02 1.136999999999999922e+01 0.000000000000000000e+00 4.179999999999999716e+00
6.450000000000000000e+01 8.240000000000000213e+00 0.000000000000000000e+00 -6.700000000000000400e-01
2.120000000000000000e+02 4.330000000000000071e+00 0.000000000000000000e+00 -4.410000000000000142e+00
2.120000000000000000e+02 1.239999999999999991e+00 0.000000000000000000e+00 -1.043999999999999950e+01
2.120000000000000000e+02 1.510000000000000009e+00 0.000000000000000000e+00 -1.228999999999999915e+01
2.120000000000000000e+02 2.220000000000000195e+00 0.000000000000000000e+00 -9.720000000000000639e+00
2.120000000000000000e+02 3.120000000000000107e+00 0.000000000000000000e+00 -7.169999999999999929e+00
2.120000000000000000e+02 4.120000000000000107e+00 0.000000000000000000e+00 -5.709999999999999964e+00
2.120000000000000000e+02 4.919999999999999929e+00 0.000000000000000000e+00 -4.929999999999999716e+00
2.120000000000000000e+02 6.540000000000000036e+00 0.000000000000000000e+00 -2.209999999999999964e+00
2.120000000000000000e+02 6.790000000000000036e+00 0.000000000000000000e+00 -1.879999999999999893e+00
2.120000000000000000e+02 6.929999999999999716e+00 0.000000000000000000e+00 -1.760000000000000009e+00
2.120000000000000000e+02 7.259999999999999787e+00 0.000000000000000000e+00 -1.689999999999999947e+00
2.120000000000000000e+02 7.410000000000000142e+00 0.000000000000000000e+00 -1.500000000000000000e+00
1.200000000000000000e+01 7.530000000000000249e+00 0.000000000000000000e+00 -1.699999999999999956e+00
9.500000000000000000e+00 7.610000000000000320e+00 0.000000000000000000e+00 -1.679999999999999938e+00
1.800000000000000000e+01 7.570000000000000284e+00 0.000000000000000000e+00 -1.399999999999999911e+00
2.300000000000000000e+01 7.120000000000000107e+00 0.000000000000000000e+00 -1.790000000000000036e+00
2.300000000000000000e+01 6.870000000000000107e+00 0.000000000000000000e+00 -2.689999999999999947e+00
2.300000000000000000e+01 7.219999999999999751e+00 0.000000000000000000e+00 -2.779999999999999805e+00
2.300000000000000000e+01 7.950000000000000178e+00 0.000000000000000000e+00 -1.260000000000000009e+00
2.300000000000000000e+01 8.410000000000000142e+00 0.000000000000000000e+00 -2.999999999999999889e-01
2.300000000000000000e+01 7.780000000000000249e+00 0.000000000000000000e+00 -1.090000000000000080e+00
2.300000000000000000e+01 6.860000000000000320e+00 0.000000000000000000e+00 -1.729999999999999982e+00
2.300000000000000000e+01 6.540000000000000036e+00 0.000000000000000000e+00 -2.529999999999999805e+00
1.695000000000000000e+02 6.330000000000000071e+00 0.000000000000000000e+00 -2.180000000000000160e+00
8.250000000000000000e+01 6.610000000000000320e+00 0.000000000000000000e+00 -1.570000000000000062e+00
8.400000000000000000e+01 8.210000000000000853e+00 0.000000000000000000e+00 -2.800000000000000266e-01
8.200000000000000000e+01 1.038000000000000078e+01 0.000000000000000000e+00 9.300000000000000488e-01
7.900000000000000000e+01 1.367999999999999972e+01 0.000000000000000000e+00 4.660000000000000142e+00
8.250000000000000000e+01 1.785000000000000142e+01 0.000000000000000000e+00 1.000000000000000000e+01
8.050000000000000000e+01 2.112999999999999901e+01 0.000000000000000000e+00 1.500999999999999979e+01
1.020000000000000000e+02 2.535000000000000142e+01 0.000000000000000000e+00 1.935999999999999943e+01
1.850000000000000000e+02 2.833999999999999986e+01 0.000000000000000000e+00 2.310000000000000142e+01
2.865000000000000000e+02 2.896999999999999886e+01 0.000000000000000000e+00 2.437999999999999901e+01
2.460000000000000000e+02 2.785000000000000142e+01 0.000000000000000000e+00 2.396999999999999886e+01
2.455000000000000000e+02 2.562999999999999901e+01 0.000000000000000000e+00 2.185999999999999943e+01
2.455000000000000000e+02 2.276000000000000156e+01 0.000000000000000000e+00 1.887999999999999901e+01
2.455000000000000000e+02 1.873000000000000043e+01 0.000000000000000000e+00 1.522000000000000064e+01
1.215000000000000000e+02 1.282000000000000028e+01 0.000000000000000000e+00 8.169999999999999929e+00
1.225000000000000000e+02 8.019999999999999574e+00 0.000000000000000000e+00 1.800000000000000044e+00
1.865000000000000000e+02 5.190000000000000391e+00 0.000000000000000000e+00 -2.950000000000000178e+00
1.705000000000000000e+02 4.110000000000000320e+00 0.000000000000000000e+00 -4.809999999999999609e+00
2.495000000000000000e+02 4.080000000000000071e+00 0.000000000000000000e+00 -3.560000000000000053e+00
2.505000000000000000e+02 3.290000000000000036e+00 0.000000000000000000e+00 -2.629999999999999893e+00
2.510000000000000000e+02 4.160000000000000142e+00 0.000000000000000000e+00 -1.870000000000000107e+00
2.510000000000000000e+02 -1.020000000000000018e+00 0.000000000000000000e+00 -6.049999999999999822e+00
2.510000000000000000e+02 -7.129999999999999893e+00 0.000000000000000000e+00 -1.247000000000000064e+01
2.510000000000000000e+02 -1.873999999999999844e+01 0.000000000000000000e+00 -2.307999999999999829e+01
2.510000000000000000e+02 -3.268999999999999773e+01 0.000000000000000000e+00 -3.722999999999999687e+01
2.510000000000000000e+02 -4.328999999999999915e+01 0.000000000000000000e+00 -4.817000000000000171e+01
2.510000000000000000e+02 -5.322999999999999687e+01 0.000000000000000000e+00 -5.960000000000000142e+01
1.710000000000000000e+02 -6.034000000000000341e+01 0.000000000000000000e+00 -6.768000000000000682e+01
1.700000000000000000e+02 -6.412999999999999545e+01 0.000000000000000000e+00 -7.256999999999999318e+01
1.705000000000000000e+02 -6.314000000000000057e+01 0.000000000000000000e+00 -7.293999999999999773e+01
1.705000000000000000e+02 -5.986999999999999744e+01 0.000000000000000000e+00 -7.014000000000000057e+01
1.705000000000000000e+02 -5.257999999999999829e+01 0.000000000000000000e+00 -6.356000000000000227e+01
1.705000000000000000e+02 -3.227000000000000313e+01 0.000000000000000000e+00 -4.150000000000000000e+01
2.150000000000000000e+02 -1.527999999999999936e+01 0.000000000000000000e+00 -2.560999999999999943e+01
2.545000000000000000e+02 -5.610000000000000320e+00 0.000000000000000000e+00 -1.268999999999999950e+01
2.520000000000000000e+02 8.720000000000000639e+00 0.000000000000000000e+00 4.230000000000000426e+00
2.510000000000000000e+02 1.932999999999999829e+01 0.000000000000000000e+00 1.586999999999999922e+01
2.500000000000000000e+02 2.487000000000000099e+01 0.000000000000000000e+00 2.357999999999999829e+01
2.500000000000000000e+02 3.484000000000000341e+01 0.000000000000000000e+00 3.365999999999999659e+01
2.860000000000000000e+02 4.142000000000000171e+01 0.000000000000000000e+00 3.954999999999999716e+01
3.210000000000000000e+02 4.345000000000000284e+01 0.000000000000000000e+00 4.271999999999999886e+01
3.210000000000000000e+02 4.489999999999999858e+01 0.000000000000000000e+00 4.532999999999999829e+01
3.210000000000000000e+02 4.389999999999999858e+01 0.000000000000000000e+00 4.434000000000000341e+01
3.210000000000000000e+02 3.964000000000000057e+01 0.000000000000000000e+00 4.097999999999999687e+01
3.205000000000000000e+02 3.239000000000000057e+01 0.000000000000000000e+00 3.392000000000000171e+01
3.205000000000000000e+02 2.426000000000000156e+01 0.000000000000000000e+00 2.496000000000000085e+01
2.500000000000000000e+02 1.692000000000000171e+01 0.000000000000000000e+00 1.605999999999999872e+01
1.660000000000000000e+02 9.019999999999999574e+00 0.000000000000000000e+00 6.219999999999999751e+00
8.300000000000000000e+01 4.360000000000000320e+00 0.000000000000000000e+00 -4.400000000000000022e-01
1.900000000000000000e+02 2.390000000000000124e+00 0.000000000000000000e+00 -3.410000000000000142e+00
2.525000000000000000e+02 2.810000000000000053e+00 0.000000000000000000e+00 -2.560000000000000053e+00
1.895000000000000000e+02 4.629999999999999893e+00 0.000000000000000000e+00 6.600000000000000311e-01
8.750000000000000000e+01 4.469999999999999751e+00 0.000000000000000000e+00 9.899999999999999911e-01
1.625000000000000000e+02 4.889999999999999680e+00 0.000000000000000000e+00 1.489999999999999991e+00
1.625000000000000000e+02 5.730000000000000426e+00 0.000000000000000000e+00 3.959999999999999964e+00
1.625000000000000000e+02 3.859999999999999876e+00 0.000000000000000000e+00 3.310000000000000053e+00
